week,pais,valor
2020-10-12,Portugal,1391
2020-10-12,Rumanía,934
2020-10-12,Eslovaquia,1175
2020-10-12,Eslovenia,1001
2020-10-12,España,1162
2020-10-12,Suecia,1370
2020-10-19,Austria,1059
2020-10-19,Bélgica,1305
2020-10-19,Bulgaria,897
2020-10-19,Croacia,1208
2020-10-19,Chipre,1074
2020-10-19,Dinamarca,1458
2020-10-19,Estonia,1229
2020-10-19,Finlandia,1435
2020-10-19,Francia,1340
2020-10-19,Alemania,1281
2020-10-19,Grecia,1422
2020-10-19,Hungría,1011
2020-10-19,Irlanda,1251
2020-10-19,Italia,1389
2020-10-19,Letonia,1123
2020-10-19,Lituania,1073
2020-10-19,Luxemburgo,1082
2020-10-19,Países Bajos,1565
2020-10-19,Polonia,971
2020-10-19,Portugal,1394
2020-10-19,Rumanía,934
2020-10-19,Eslovaquia,1178
2020-10-19,Eslovenia,1001
2020-10-19,España,1161
2020-10-19,Suecia,1362
2020-10-26,Austria,1052
2020-10-26,Bélgica,1296
2020-10-26,Bulgaria,898
2020-10-26,Croacia,1197
2020-10-26,Chipre,1074
2020-10-26,Dinamarca,1444
2020-10-26,Estonia,1229
2020-10-26,Finlandia,1409
2020-10-26,Francia,1324
2020-10-26,Alemania,1266
2020-10-26,Grecia,1419
2020-10-26,Hungría,1005
2020-10-26,Irlanda,1249
2020-10-26,Italia,1387
2020-10-26,Letonia,1127
2020-10-26,Lituania,1069
2020-10-26,Luxemburgo,1061
2020-10-26,Países Bajos,1547
2020-10-26,Polonia,969
2020-10-26,Portugal,1386
2020-10-26,Rumanía,937
2020-10-26,Eslovaquia,1178
2020-10-26,Eslovenia,998
2020-10-26,España,1154
2020-10-26,Suecia,1338
2020-11-02,Austria,1048
2020-11-02,Bélgica,1265
2020-11-02,Bulgaria,899
2020-11-02,Croacia,1187
2020-11-02,Chipre,1075
2020-11-02,Dinamarca,1403
2020-11-02,Estonia,1229
2020-11-02,Finlandia,1425
2020-11-02,Francia,1328
2020-11-02,Alemania,1238
2020-11-02,Grecia,1412
2020-11-02,Hungría,978
2020-11-02,Irlanda,1250
2020-11-02,Italia,1383
2020-11-02,Letonia,1122
2020-11-02,Lituania,1063
2020-11-02,Luxemburgo,1042
2020-11-02,Países Bajos,1520
2020-11-02,Polonia,963
2020-11-02,Portugal,1374
2020-11-02,Rumanía,923
2020-11-02,Eslovaquia,1167
2020-11-02,Eslovenia,989
2020-11-02,España,1145
2020-11-02,Suecia,1302
2020-11-09,Austria,1041
2020-11-09,Bélgica,1235
2020-11-09,Bulgaria,896
2020-11-09,Croacia,1160
2020-11-09,Chipre,1073
2020-11-09,Dinamarca,1403
2020-11-09,Estonia,1229
2020-11-09,Finlandia,1377
2020-11-09,Francia,1319
2020-11-09,Alemania,1237
2020-11-09,Grecia,1408
2020-11-09,Hungría,987
2020-11-09,Irlanda,1255
2020-11-09,Italia,1378
2020-11-09,Letonia,1114
2020-11-09,Lituania,1076
2020-11-09,Luxemburgo,1042
2020-11-09,Países Bajos,1512
2020-11-09,Polonia,987
2020-11-09,Portugal,1365
2020-11-09,Rumanía,920
2020-11-09,Eslovaquia,1164
2020-11-09,Eslovenia,969
2020-11-09,España,1142
2020-11-09,Suecia,1324
2020-11-16,Austria,1041
2020-11-16,Bélgica,1240
2020-11-16,Bulgaria,895
2020-11-16,Croacia,1164
2020-11-16,Chipre,1067
2020-11-16,Dinamarca,1429
2020-11-16,Estonia,1229
2020-11-16,Finlandia,1380
2020-11-16,Francia,1323
2020-11-16,Alemania,1261
2020-11-16,Grecia,1414
2020-11-16,Hungría,996
2020-11-16,Irlanda,1253
2020-11-16,Italia,1385
2020-11-16,Letonia,1111
2020-11-16,Lituania,1068
2020-11-16,Luxemburgo,1060
2020-11-16,Países Bajos,1529
2020-11-16,Polonia,991
2020-11-16,Portugal,1377
2020-11-16,Rumanía,931
2020-11-16,Eslovaquia,1163
2020-11-16,Eslovenia,954
2020-11-16,España,1151
2020-11-16,Suecia,1334
2020-11-23,Austria,1063
2020-11-23,Bélgica,1265
2020-11-23,Bulgaria,894
2020-11-23,Croacia,1186
2020-11-23,Chipre,1064
2020-11-23,Dinamarca,1416
2020-11-23,Estonia,1229
2020-11-23,Finlandia,1391
2020-11-23,Francia,1329
2020-11-23,Alemania,1263
2020-11-23,Grecia,1415
2020-11-23,Hungría,995
2020-11-23,Irlanda,1255
2020-11-23,Italia,1393
2020-11-23,Letonia,1107
2020-11-23,Lituania,1074
2020-11-23,Luxemburgo,1060
2020-11-23,Países Bajos,1528
2020-11-23,Polonia,996
2020-11-23,Portugal,1380
2020-11-23,Rumanía,948
2020-11-23,Eslovaquia,1164
2020-11-23,Eslovenia,965
2020-11-23,España,1156
2020-11-23,Suecia,1367
2020-11-30,Austria,1061
2020-11-30,Bélgica,1267
2020-11-30,Bulgaria,894
2020-11-30,Croacia,1181
2020-11-30,Chipre,1064
2020-11-30,Dinamarca,1444
2020-11-30,Estonia,1229
2020-11-30,Finlandia,1384
2020-11-30,Francia,1338
2020-11-30,Alemania,1272
2020-11-30,Grecia,1420
2020-11-30,Hungría,1009
2020-11-30,Irlanda,1255
2020-11-30,Italia,1403
2020-11-30,Letonia,1113
2020-11-30,Lituania,1076
2020-11-30,Luxemburgo,1060
2020-11-30,Países Bajos,1546
2020-11-30,Polonia,1006
2020-11-30,Portugal,1389
2020-11-30,Rumanía,947
2020-11-30,Eslovaquia,1164
2020-11-30,Eslovenia,974
2020-11-30,España,1166
2020-11-30,Suecia,1383
2020-12-07,Austria,1073
2020-12-07,Bélgica,1262
2020-12-07,Bulgaria,894
2020-12-07,Croacia,1203
2020-12-07,Chipre,1064
2020-12-07,Dinamarca,1457
2020-12-07,Estonia,1229
2020-12-07,Finlandia,1390
2020-12-07,Francia,1345
2020-12-07,Alemania,1267
2020-12-07,Grecia,1423
2020-12-07,Hungría,1019
2020-12-07,Irlanda,1263
2020-12-07,Italia,1409
2020-12-07,Letonia,1126
2020-12-07,Lituania,1077
2020-12-07,Luxemburgo,1060
2020-12-07,Países Bajos,1544
2020-12-07,Polonia,1009
2020-12-07,Portugal,1394
2020-12-07,Rumanía,951
2020-12-07,Eslovaquia,1178
2020-12-07,Eslovenia,982
2020-12-07,España,1170
2020-12-07,Suecia,1385
2020-12-14,Austria,1072
2020-12-14,Bélgica,1281
2020-12-14,Bulgaria,894
2020-12-14,Croacia,1208
2020-12-14,Chipre,1066
2020-12-14,Dinamarca,1471
2020-12-14,Estonia,1244
2020-12-14,Finlandia,1400
2020-12-14,Francia,1350
2020-12-14,Alemania,1257
2020-12-14,Grecia,1427
2020-12-14,Hungría,1037
2020-12-14,Irlanda,1266
2020-12-14,Italia,1412
2020-12-14,Letonia,1143
2020-12-14,Lituania,1088
2020-12-14,Luxemburgo,1071
2020-12-14,Países Bajos,1554
2020-12-14,Polonia,1030
2020-12-14,Portugal,1399
2020-12-14,Rumanía,999
2020-12-14,Eslovaquia,1179
2020-12-14,Eslovenia,997
2020-12-14,España,1175
2020-12-14,Suecia,1382
2020-12-21,Austria,1072
2020-12-21,Bélgica,1301
2020-12-21,Bulgaria,896
2020-12-21,Croacia,1214
2020-12-21,Chipre,1067
2020-12-21,Dinamarca,1458
2020-12-21,Estonia,1244
2020-12-21,Finlandia,1419
2020-12-21,Francia,1357
2020-12-21,Alemania,1281
2020-12-21,Grecia,1432
2020-12-21,Hungría,1022
2020-12-21,Irlanda,1275
2020-12-21,Italia,1427
2020-12-21,Letonia,1155
2020-12-21,Lituania,1095
2020-12-21,Luxemburgo,1071
2020-12-21,Países Bajos,1561
2020-12-21,Polonia,1010
2020-12-21,Portugal,1405
2020-12-21,Rumanía,974
2020-12-21,Eslovaquia,1194
2020-12-21,Eslovenia,1002
2020-12-21,España,1184
2020-12-21,Suecia,1388
2021-01-11,Austria,1093
2021-01-11,Bélgica,1265
2021-01-11,Bulgaria,907
2021-01-11,Croacia,1219
2021-01-11,Chipre,1073
2021-01-11,Dinamarca,1503
2021-01-11,Estonia,1244
2021-01-11,Finlandia,1456
2021-01-11,Francia,1389
2021-01-11,Alemania,1392
2021-01-11,Grecia,1446
2021-01-11,Hungría,1042
2021-01-11,Irlanda,1301
2021-01-11,Italia,1450
2021-01-11,Letonia,1168
2021-01-11,Lituania,1100
2021-01-11,Luxemburgo,1129
2021-01-11,Países Bajos,1612
2021-01-11,Polonia,1024
2021-01-11,Portugal,1436
2021-01-11,Rumanía,997
2021-01-11,Eslovaquia,1199
2021-01-11,Eslovenia,1021
2021-01-11,España,1199
2021-01-11,Suecia,1432
2021-01-18,Austria,1119
2021-01-18,Bélgica,1295
2021-01-18,Bulgaria,917
2021-01-18,Croacia,1241
2021-01-18,Chipre,1076
2021-01-18,Dinamarca,1516
2021-01-18,Estonia,1274
2021-01-18,Finlandia,1507
2021-01-18,Francia,1417
2021-01-18,Alemania,1406
2021-01-18,Grecia,1469
2021-01-18,Hungría,1079
2021-01-18,Irlanda,1316
2021-01-18,Italia,1465
2021-01-18,Letonia,1183
2021-01-18,Lituania,1114
2021-01-18,Luxemburgo,1176
2021-01-18,Países Bajos,1632
2021-01-18,Polonia,1035
2021-01-18,Portugal,1455
2021-01-18,Rumanía,1009
2021-01-18,Eslovaquia,1218
2021-01-18,Eslovenia,1032
2021-01-18,España,1215
2021-01-18,Suecia,1440
2021-01-25,Austria,1128
2021-01-25,Bélgica,1314
2021-01-25,Bulgaria,917
2021-01-25,Croacia,1266
2021-01-25,Chipre,1080
2021-01-25,Dinamarca,1516
2021-01-25,Estonia,1277
2021-01-25,Finlandia,1521
2021-01-25,Francia,1425
2021-01-25,Alemania,1408
2021-01-25,Grecia,1479
2021-01-25,Hungría,1097
2021-01-25,Irlanda,1318
2021-01-25,Italia,1476
2021-01-25,Letonia,1198
2021-01-25,Lituania,1116
2021-01-25,Luxemburgo,1176
2021-01-25,Países Bajos,1627
2021-01-25,Polonia,1037
2021-01-25,Portugal,1460
2021-01-25,Rumanía,1022
2021-01-25,Eslovaquia,1238
2021-01-25,Eslovenia,1057
2021-01-25,España,1224
2021-01-25,Suecia,1448
2021-02-01,Austria,1125
2021-02-01,Bélgica,1307
2021-02-01,Bulgaria,937
2021-02-01,Croacia,1268
2021-02-01,Chipre,1085
2021-02-01,Dinamarca,1516
2021-02-01,Estonia,1277
2021-02-01,Finlandia,1518
2021-02-01,Francia,1425
2021-02-01,Alemania,1409
2021-02-01,Grecia,1483
2021-02-01,Hungría,1101
2021-02-01,Irlanda,1332
2021-02-01,Italia,1479
2021-02-01,Letonia,1206
2021-02-01,Lituania,1116
2021-02-01,Luxemburgo,1176
2021-02-01,Países Bajos,1635
2021-02-01,Polonia,1046
2021-02-01,Portugal,1463
2021-02-01,Rumanía,1022
2021-02-01,Eslovaquia,1253
2021-02-01,Eslovenia,1074
2021-02-01,España,1227
2021-02-01,Suecia,1433
2021-02-08,Austria,1143
2021-02-08,Bélgica,1338
2021-02-08,Bulgaria,943
2021-02-08,Croacia,1269
2021-02-08,Chipre,1090
2021-02-08,Dinamarca,1543
2021-02-08,Estonia,1277
2021-02-08,Finlandia,1521
2021-02-08,Francia,1434
2021-02-08,Alemania,1425
2021-02-08,Grecia,1499
2021-02-08,Hungría,1099
2021-02-08,Irlanda,1333
2021-02-08,Italia,1488
2021-02-08,Letonia,1224
2021-02-08,Lituania,1136
2021-02-08,Luxemburgo,1198
2021-02-08,Países Bajos,1667
2021-02-08,Polonia,1054
2021-02-08,Portugal,1478
2021-02-08,Rumanía,1035
2021-02-08,Eslovaquia,1276
2021-02-08,Eslovenia,1075
2021-02-08,España,1238
2021-02-08,Suecia,1476
2021-02-15,Austria,1150
2021-02-15,Bélgica,1345
2021-02-15,Bulgaria,954
2021-02-15,Croacia,1288
2021-02-15,Chipre,1102
2021-02-15,Dinamarca,1543
2021-02-15,Estonia,1317
2021-02-15,Finlandia,1533
2021-02-15,Francia,1445
2021-02-15,Alemania,1429
2021-02-15,Grecia,1520
2021-02-15,Hungría,1124
2021-02-15,Irlanda,1337
2021-02-15,Italia,1500
2021-02-15,Letonia,1246
2021-02-15,Lituania,1151
2021-02-15,Luxemburgo,1198
2021-02-15,Países Bajos,1674
2021-02-15,Polonia,1065
2021-02-15,Portugal,1492
2021-02-15,Rumanía,1055
2021-02-15,Eslovaquia,1273
2021-02-15,Eslovenia,1086
2021-02-15,España,1251
2021-02-15,Suecia,1496
2021-02-22,Austria,1166
2021-02-22,Bélgica,1355
2021-02-22,Bulgaria,954
2021-02-22,Croacia,1301
2021-02-22,Chipre,1112
2021-02-22,Dinamarca,1570
2021-02-22,Estonia,1317
2021-02-22,Finlandia,1536
2021-02-22,Francia,1465
2021-02-22,Alemania,1463
2021-02-22,Grecia,1539
2021-02-22,Hungría,1127
2021-02-22,Irlanda,1357
2021-02-22,Italia,1518
2021-02-22,Letonia,1256
2021-02-22,Lituania,1166
2021-02-22,Luxemburgo,1222
2021-02-22,Países Bajos,1697
2021-02-22,Polonia,1084
2021-02-22,Portugal,1508
2021-02-22,Rumanía,1072
2021-02-22,Eslovaquia,1292
2021-02-22,Eslovenia,1102
2021-02-22,España,1268
2021-02-22,Suecia,1504
2021-03-01,Austria,1181
2021-03-01,Bélgica,1360
2021-03-01,Bulgaria,954
2021-03-01,Croacia,1322
2021-03-01,Chipre,1137
2021-03-01,Dinamarca,1584
2021-03-01,Estonia,1357
2021-03-01,Finlandia,1552
2021-03-01,Francia,1480
2021-03-01,Alemania,1486
2021-03-01,Grecia,1559
2021-03-01,Hungría,1140
2021-03-01,Irlanda,1372
2021-03-01,Italia,1536
2021-03-01,Letonia,1262
2021-03-01,Lituania,1192
2021-03-01,Luxemburgo,1238
2021-03-01,Países Bajos,1709
2021-03-01,Polonia,1099
2021-03-01,Portugal,1527
2021-03-01,Rumanía,1085
2021-03-01,Eslovaquia,1312
2021-03-01,Eslovenia,1119
2021-03-01,España,1282
2021-03-01,Suecia,1509
2021-03-08,Austria,1196
2021-03-08,Bélgica,1406
2021-03-08,Bulgaria,954
2021-03-08,Croacia,1340
2021-03-08,Chipre,1144
2021-03-08,Dinamarca,1609
2021-03-08,Estonia,1346
2021-03-08,Finlandia,1562
2021-03-08,Francia,1490
2021-03-08,Alemania,1506
2021-03-08,Grecia,1572
2021-03-08,Hungría,1150
2021-03-08,Irlanda,1395
2021-03-08,Italia,1549
2021-03-08,Letonia,1267
2021-03-08,Lituania,1201
2021-03-08,Luxemburgo,1254
2021-03-08,Países Bajos,1721
2021-03-08,Polonia,1090
2021-03-08,Portugal,1543
2021-03-08,Rumanía,1091
2021-03-08,Eslovaquia,1333
2021-03-08,Eslovenia,1142
2021-03-08,España,1293
2021-03-08,Suecia,1537
2021-03-15,Austria,1216
2021-03-15,Bélgica,1437
2021-03-15,Bulgaria,954
2021-03-15,Croacia,1349
2021-03-15,Chipre,1154
2021-03-15,Dinamarca,1636
2021-03-15,Estonia,1346
2021-03-15,Finlandia,1595
2021-03-15,Francia,1509
2021-03-15,Alemania,1524
2021-03-15,Grecia,1593
2021-03-15,Hungría,1179
2021-03-15,Irlanda,1431
2021-03-15,Italia,1566
2021-03-15,Letonia,1274
2021-03-15,Lituania,1227
2021-03-15,Luxemburgo,1277
2021-03-15,Países Bajos,1747
2021-03-15,Polonia,1121
2021-03-15,Portugal,1560
2021-03-15,Rumanía,1107
2021-03-15,Eslovaquia,1334
2021-03-15,Eslovenia,1157
2021-03-15,España,1311
2021-03-15,Suecia,1557
2021-03-22,Austria,1209
2021-03-22,Bélgica,1427
2021-03-22,Bulgaria,1019
2021-03-22,Croacia,1377
2021-03-22,Chipre,1171
2021-03-22,Dinamarca,1623
2021-03-22,Estonia,1381
2021-03-22,Finlandia,1616
2021-03-22,Francia,1521
2021-03-22,Alemania,1508
2021-03-22,Grecia,1601
2021-03-22,Hungría,1189
2021-03-22,Irlanda,1449
2021-03-22,Italia,1578
2021-03-22,Letonia,1276
2021-03-22,Lituania,1226
2021-03-22,Luxemburgo,1277
2021-03-22,Países Bajos,1737
2021-03-22,Polonia,1133
2021-03-22,Portugal,1565
2021-03-22,Rumanía,1118
2021-03-22,Eslovaquia,1334
2021-03-22,Eslovenia,1174
2021-03-22,España,1321
2021-03-22,Suecia,1533
2021-03-29,Austria,1214
2021-03-29,Bélgica,1412
2021-03-29,Bulgaria,1021
2021-03-29,Croacia,1368
2021-03-29,Chipre,1165
2021-03-29,Dinamarca,1623
2021-03-29,Estonia,1375
2021-03-29,Finlandia,1615
2021-03-29,Francia,1512
2021-03-29,Alemania,1513
2021-03-29,Grecia,1600
2021-03-29,Hungría,1186
2021-03-29,Irlanda,1456
2021-03-29,Italia,1575
2021-03-29,Letonia,1277
2021-03-29,Lituania,1222
2021-03-29,Luxemburgo,1251
2021-03-29,Países Bajos,1727
2021-03-29,Polonia,1129
2021-03-29,Portugal,1563
2021-03-29,Rumanía,1099
2021-03-29,Eslovaquia,1335
2021-03-29,Eslovenia,1183
2021-03-29,España,1317
2021-03-29,Suecia,1523
2021-04-12,Austria,1218
2021-04-12,Bélgica,1405
2021-04-12,Bulgaria,1028
2021-04-12,Croacia,1368
2021-04-12,Chipre,1184
2021-04-12,Dinamarca,1622
2021-04-12,Estonia,1375
2021-04-12,Finlandia,1635
2021-04-12,Francia,1514
2021-04-12,Alemania,1517
2021-04-12,Grecia,1600
2021-04-12,Hungría,1191
2021-04-12,Irlanda,1464
2021-04-12,Italia,1573
2021-04-12,Letonia,1288
2021-04-12,Lituania,1212
2021-04-12,Luxemburgo,1276
2021-04-12,Países Bajos,1735
2021-04-12,Polonia,1169
2021-04-12,Portugal,1574
2021-04-12,Rumanía,1109
2021-04-12,Eslovaquia,1353
2021-04-12,Eslovenia,1170
2021-04-12,España,1315
2021-04-12,Suecia,1536
2021-04-19,Austria,1225
2021-04-19,Bélgica,1414
2021-04-19,Bulgaria,1032
2021-04-19,Croacia,1357
2021-04-19,Chipre,1188
2021-04-19,Dinamarca,1636
2021-04-19,Estonia,1375
2021-04-19,Finlandia,1620
2021-04-19,Francia,1516
2021-04-19,Alemania,1526
2021-04-19,Grecia,1600
2021-04-19,Hungría,1167
2021-04-19,Irlanda,1460
2021-04-19,Italia,1574
2021-04-19,Letonia,1288
2021-04-19,Lituania,1216
2021-04-19,Luxemburgo,1280
2021-04-19,Países Bajos,1752
2021-04-19,Polonia,1164
2021-04-19,Portugal,1576
2021-04-19,Rumanía,1121
2021-04-19,Eslovaquia,1353
2021-04-19,Eslovenia,1172
2021-04-19,España,1319
2021-04-19,Suecia,1566
2021-04-26,Austria,1232
2021-04-26,Bélgica,1420
2021-04-26,Bulgaria,1031
2021-04-26,Croacia,1370
2021-04-26,Chipre,1209
2021-04-26,Dinamarca,1636
2021-04-26,Estonia,1375
2021-04-26,Finlandia,1624
2021-04-26,Francia,1520
2021-04-26,Alemania,1522
2021-04-26,Grecia,1600
2021-04-26,Hungría,1169
2021-04-26,Irlanda,1461
2021-04-26,Italia,1577
2021-04-26,Letonia,1287
2021-04-26,Lituania,1217
2021-04-26,Luxemburgo,1280
2021-04-26,Países Bajos,1763
2021-04-26,Polonia,1162
2021-04-26,Portugal,1587
2021-04-26,Rumanía,1116
2021-04-26,Eslovaquia,1353
2021-04-26,Eslovenia,1172
2021-04-26,España,1326
2021-04-26,Suecia,1547
2021-05-03,Bélgica,1447
2021-05-03,Bulgaria,1033
2021-05-03,Croacia,1373
2021-05-03,Chipre,1212
2021-05-03,Dinamarca,1650
2021-05-03,Estonia,1380
2021-05-03,Finlandia,1628
2021-05-03,Francia,1530
2021-05-03,Alemania,1526
2021-05-03,Grecia,1609
2021-05-03,Hungría,1207
2021-05-03,Irlanda,1464
2021-05-03,Italia,1587
2021-05-03,Letonia,1293
2021-05-03,Lituania,1232
2021-05-03,Luxemburgo,1302
2021-05-03,Países Bajos,1779
2021-05-03,Polonia,1160
2021-05-03,Portugal,1600
2021-05-03,Rumanía,1127
2021-05-03,Eslovaquia,1354
2021-05-03,Eslovenia,1176
2021-05-03,España,1344
2021-05-03,Suecia,1572
2021-05-17,Austria,1246
2021-05-17,Bélgica,1495
2021-05-17,Bulgaria,1033
2021-05-17,Croacia,1399
2021-05-17,Chipre,1226
2021-05-17,Dinamarca,1650
2021-05-17,Estonia,1365
2021-05-17,Finlandia,1632
2021-05-17,Francia,1523
2021-05-17,Alemania,1538
2021-05-17,Grecia,1613
2021-05-17,Hungría,1221
2021-05-17,Irlanda,1470
2021-05-17,Italia,1593
2021-05-17,Letonia,1300
2021-05-17,Lituania,1234
2021-05-17,Luxemburgo,1302
2021-05-17,Países Bajos,1781
2021-05-17,Polonia,1165
2021-05-17,Portugal,1605
2021-05-17,Rumanía,1127
2021-05-17,Eslovaquia,1356
2021-05-17,Eslovenia,1190
2021-05-17,España,1350
2021-05-17,Suecia,1564
2021-05-24,Austria,1243
2021-05-24,Bélgica,1478
2021-05-24,Bulgaria,1039
2021-05-24,Croacia,1392
2021-05-24,Chipre,1228
2021-05-24,Dinamarca,1636
2021-05-24,Estonia,1393
2021-05-24,Finlandia,1629
2021-05-24,Francia,1523
2021-05-24,Alemania,1541
2021-05-24,Grecia,1612
2021-05-24,Hungría,1244
2021-05-24,Irlanda,1475
2021-05-24,Italia,1592
2021-05-24,Letonia,1305
2021-05-24,Lituania,1236
2021-05-24,Luxemburgo,1285
2021-05-24,Países Bajos,1769
2021-05-24,Polonia,1182
2021-05-24,Portugal,1598
2021-05-24,Rumanía,1124
2021-05-24,Eslovaquia,1355
2021-05-24,Eslovenia,1201
2021-05-24,España,1350
2021-05-24,Suecia,1544
2021-05-31,Austria,1245
2021-05-31,Bélgica,1443
2021-05-31,Bulgaria,1039
2021-05-31,Croacia,1379
2021-05-31,Chipre,1228
2021-05-31,Dinamarca,1649
2021-05-31,Estonia,1389
2021-05-31,Finlandia,1632
2021-05-31,Francia,1520
2021-05-31,Alemania,1548
2021-05-31,Grecia,1610
2021-05-31,Hungría,1218
2021-05-31,Irlanda,1481
2021-05-31,Italia,1590
2021-05-31,Letonia,1304
2021-05-31,Lituania,1233
2021-05-31,Luxemburgo,1285
2021-05-31,Países Bajos,1767
2021-05-31,Polonia,1180
2021-05-31,Portugal,1600
2021-05-31,Rumanía,1123
2021-05-31,Eslovaquia,1356
2021-05-31,Eslovenia,1193
2021-05-31,España,1351
2021-05-31,Suecia,1567
2021-06-07,Austria,1250
2021-06-07,Bélgica,1435
2021-06-07,Bulgaria,1039
2021-06-07,Croacia,1385
2021-06-07,Chipre,1230
2021-06-07,Dinamarca,1663
2021-06-07,Estonia,1389
2021-06-07,Finlandia,1616
2021-06-07,Francia,1528
2021-06-07,Alemania,1549
2021-06-07,Grecia,1613
2021-06-07,Hungría,1231
2021-06-07,Irlanda,1483
2021-06-07,Italia,1599
2021-06-07,Letonia,1304
2021-06-07,Lituania,1244
2021-06-07,Luxemburgo,1301
2021-06-07,Países Bajos,1786
2021-06-07,Polonia,1187
2021-06-07,Portugal,1614
2021-06-07,Rumanía,1145
2021-06-07,Eslovaquia,1355
2021-06-07,Eslovenia,1188
2021-06-07,España,1358
2021-06-07,Suecia,1583
2021-06-14,Austria,1253
2021-06-14,Bélgica,1461
2021-06-14,Bulgaria,1044
2021-06-14,Croacia,1401
2021-06-14,Chipre,1240
2021-06-14,Dinamarca,1676
2021-06-14,Estonia,1415
2021-06-14,Finlandia,1625
2021-06-14,Francia,1531
2021-06-14,Alemania,1556
2021-06-14,Grecia,1618
2021-06-14,Hungría,1220
2021-06-14,Irlanda,1482
2021-06-14,Italia,1605
2021-06-14,Letonia,1306
2021-06-14,Lituania,1249
2021-06-14,Luxemburgo,1301
2021-06-14,Países Bajos,1785
2021-06-14,Polonia,1183
2021-06-14,Portugal,1620
2021-06-14,Rumanía,1144
2021-06-14,Eslovaquia,1356
2021-06-14,Eslovenia,1197
2021-06-14,España,1367
2021-06-14,Suecia,1593
2021-06-21,Austria,1267
2021-06-21,Bélgica,1481
2021-06-21,Bulgaria,1044
2021-06-21,Croacia,1406
2021-06-21,Chipre,1247
2021-06-21,Dinamarca,1648
2021-06-21,Estonia,1415
2021-06-21,Finlandia,1638
2021-06-21,Francia,1536
2021-06-21,Alemania,1564
2021-06-21,Grecia,1629
2021-06-21,Hungría,1222
2021-06-21,Irlanda,1486
2021-06-21,Italia,1614
2021-06-21,Letonia,1316
2021-06-21,Lituania,1258
2021-06-21,Luxemburgo,1318
2021-06-21,Países Bajos,1800
2021-06-21,Polonia,1190
2021-06-21,Portugal,1631
2021-06-21,Rumanía,1153
2021-06-21,Eslovaquia,1364
2021-06-21,Eslovenia,1207
2021-06-21,España,1374
2021-06-21,Suecia,1587
2021-06-28,Austria,1278
2021-06-28,Bélgica,1498
2021-06-28,Bulgaria,1062
2021-06-28,Croacia,1418
2021-06-28,Chipre,1258
2021-06-28,Dinamarca,1675
2021-06-28,Estonia,1426
2021-06-28,Finlandia,1649
2021-06-28,Francia,1548
2021-06-28,Alemania,1587
2021-06-28,Grecia,1649
2021-06-28,Hungría,1250
2021-06-28,Irlanda,1495
2021-06-28,Italia,1624
2021-06-28,Letonia,1319
2021-06-28,Lituania,1267
2021-06-28,Luxemburgo,1337
2021-06-28,Países Bajos,1815
2021-06-28,Polonia,1228
2021-06-28,Portugal,1652
2021-06-28,Rumanía,1160
2021-06-28,Eslovaquia,1374
2021-06-28,Eslovenia,1217
2021-06-28,España,1383
2021-06-28,Suecia,1622
2021-07-05,Austria,1283
2021-07-05,Bélgica,1498
2021-07-05,Bulgaria,1074
2021-07-05,Croacia,1443
2021-07-05,Chipre,1273
2021-07-05,Dinamarca,1689
2021-07-05,Estonia,1426
2021-07-05,Finlandia,1663
2021-07-05,Francia,1565
2021-07-05,Alemania,1594
2021-07-05,Grecia,1662
2021-07-05,Hungría,1257
2021-07-05,Irlanda,1516
2021-07-05,Italia,1634
2021-07-05,Letonia,1335
2021-07-05,Lituania,1271
2021-07-05,Luxemburgo,1337
2021-07-05,Países Bajos,1828
2021-07-05,Polonia,1237
2021-07-05,Portugal,1665
2021-07-05,Rumanía,1160
2021-07-05,Eslovaquia,1395
2021-07-05,Eslovenia,1234
2021-07-05,España,1391
2021-07-05,Suecia,1651
2021-07-12,Austria,1307
2021-07-12,Bélgica,1491
2021-07-12,Bulgaria,1074
2021-07-12,Croacia,1452
2021-07-12,Chipre,1283
2021-07-12,Dinamarca,1688
2021-07-12,Estonia,1462
2021-07-12,Finlandia,1698
2021-07-12,Francia,1568
2021-07-12,Alemania,1603
2021-07-12,Grecia,1674
2021-07-12,Hungría,1258
2021-07-12,Irlanda,1532
2021-07-12,Italia,1649
2021-07-12,Letonia,1333
2021-07-12,Lituania,1286
2021-07-12,Luxemburgo,1354
2021-07-12,Países Bajos,1836
2021-07-12,Polonia,1231
2021-07-12,Portugal,1671
2021-07-12,Rumanía,1181
2021-07-12,Eslovaquia,1414
2021-07-12,Eslovenia,1250
2021-07-12,España,1400
2021-07-12,Suecia,1621
2021-07-19,Austria,1312
2021-07-19,Bélgica,1492
2021-07-19,Bulgaria,1099
2021-07-19,Croacia,1456
2021-07-19,Chipre,1287
2021-07-19,Dinamarca,1702
2021-07-19,Estonia,1462
2021-07-19,Finlandia,1696
2021-07-19,Francia,1584
2021-07-19,Alemania,1615
2021-07-19,Grecia,1683
2021-07-19,Hungría,1258
2021-07-19,Irlanda,1533
2021-07-19,Italia,1655
2021-07-19,Letonia,1326
2021-07-19,Lituania,1300
2021-07-19,Luxemburgo,1354
2021-07-19,Países Bajos,1840
2021-07-19,Polonia,1248
2021-07-19,Portugal,1676
2021-07-19,Rumanía,1192
2021-07-19,Eslovaquia,1414
2021-07-19,Eslovenia,1259
2021-07-19,España,1408
2021-07-19,Suecia,1612
2021-07-26,Austria,1317
2021-07-26,Bélgica,1512
