week,pais,valor
2019-05-13,Lituania,1256
2019-05-13,Luxemburgo,1285
2019-05-13,Países Bajos,1709
2019-05-13,Polonia,1212
2019-05-13,Portugal,1563
2019-05-13,Rumanía,1220
2019-05-13,Eslovaquia,1404
2019-05-13,Eslovenia,1355
2019-05-13,España,1355
2019-05-13,Suecia,1528
2019-05-13,Reino Unido,1482
2019-05-20,Austria,1306
2019-05-20,Bélgica,1439
2019-05-20,Bulgaria,1134
2019-05-20,Croacia,1383
2019-05-20,Chipre,1243
2019-05-20,Dinamarca,1701
2019-05-20,Estonia,1414
2019-05-20,Finlandia,1604
2019-05-20,Francia,1580
2019-05-20,Alemania,1533
2019-05-20,Grecia,1641
2019-05-20,Hungría,1237
2019-05-20,Irlanda,1442
2019-05-20,Italia,1624
2019-05-20,Letonia,1322
2019-05-20,Lituania,1275
2019-05-20,Luxemburgo,1285
2019-05-20,Países Bajos,1736
2019-05-20,Polonia,1220
2019-05-20,Portugal,1571
2019-05-20,Rumanía,1219
2019-05-20,Eslovaquia,1405
2019-05-20,Eslovenia,1359
2019-05-20,España,1355
2019-05-20,Suecia,1574
2019-05-20,Reino Unido,1467
2019-05-27,Austria,1313
2019-05-27,Bélgica,1496
2019-05-27,Bulgaria,1136
2019-05-27,Croacia,1397
2019-05-27,Chipre,1245
2019-05-27,Dinamarca,1700
2019-05-27,Estonia,1426
2019-05-27,Finlandia,1603
2019-05-27,Francia,1594
2019-05-27,Alemania,1539
2019-05-27,Grecia,1645
2019-05-27,Hungría,1268
2019-05-27,Irlanda,1447
2019-05-27,Italia,1631
2019-05-27,Letonia,1323
2019-05-27,Lituania,1272
2019-05-27,Luxemburgo,1287
2019-05-27,Países Bajos,1733
2019-05-27,Polonia,1227
2019-05-27,Portugal,1581
2019-05-27,Rumanía,1218
2019-05-27,Eslovaquia,1428
2019-05-27,Eslovenia,1348
2019-05-27,España,1357
2019-05-27,Suecia,1564
2019-05-27,Reino Unido,1464
2019-06-03,Austria,1267
2019-06-03,Bélgica,1425
2019-06-03,Bulgaria,1126
2019-06-03,Croacia,1379
2019-06-03,Chipre,1242
2019-06-03,Dinamarca,1607
2019-06-03,Estonia,1377
2019-06-03,Finlandia,1583
2019-06-03,Francia,1543
2019-06-03,Alemania,1496
2019-06-03,Grecia,1611
2019-06-03,Hungría,1230
2019-06-03,Irlanda,1446
2019-06-03,Italia,1606
2019-06-03,Letonia,1319
2019-06-03,Lituania,1257
2019-06-03,Luxemburgo,1249
2019-06-03,Países Bajos,1677
2019-06-03,Polonia,1232
2019-06-03,Portugal,1524
2019-06-03,Rumanía,1186
2019-06-03,Eslovaquia,1368
2019-06-03,Eslovenia,1337
2019-06-03,España,1325
2019-06-03,Suecia,1507
2019-06-03,Reino Unido,1444
2019-06-10,Austria,1267
2019-06-10,Bélgica,1425
2019-06-10,Bulgaria,1126
2019-06-10,Croacia,1379
2019-06-10,Chipre,1242
2019-06-10,Dinamarca,1607
2019-06-10,Estonia,1377
2019-06-10,Finlandia,1583
2019-06-10,Francia,1543
2019-06-10,Alemania,1496
2019-06-10,Grecia,1611
2019-06-10,Hungría,1230
2019-06-10,Irlanda,1446
2019-06-10,Italia,1606
2019-06-10,Letonia,1319
2019-06-10,Lituania,1257
2019-06-10,Luxemburgo,1249
2019-06-10,Países Bajos,1677
2019-06-10,Polonia,1232
2019-06-10,Portugal,1524
2019-06-10,Rumanía,1186
2019-06-10,Eslovaquia,1368
2019-06-10,Eslovenia,1337
2019-06-10,España,1325
2019-06-10,Suecia,1507
2019-06-10,Reino Unido,1444
2019-06-17,Austria,1263
2019-06-17,Bélgica,1379
2019-06-17,Bulgaria,1116
2019-06-17,Croacia,1336
2019-06-17,Chipre,1201
2019-06-17,Dinamarca,1607
2019-06-17,Estonia,1357
2019-06-17,Finlandia,1569
2019-06-17,Francia,1515
2019-06-17,Alemania,1485
2019-06-17,Grecia,1601
2019-06-17,Hungría,1190
2019-06-17,Irlanda,1442
2019-06-17,Italia,1596
2019-06-17,Letonia,1312
2019-06-17,Lituania,1250
2019-06-17,Luxemburgo,1203
2019-06-17,Países Bajos,1651
2019-06-17,Polonia,1225
2019-06-17,Portugal,1492
2019-06-17,Rumanía,1178
2019-06-17,Eslovaquia,1344
2019-06-17,Eslovenia,1337
2019-06-17,España,1307
2019-06-17,Suecia,1503
2019-06-17,Reino Unido,1431
2019-06-24,Austria,1246
2019-06-24,Bélgica,1416
2019-06-24,Bulgaria,1109
2019-06-24,Croacia,1344
2019-06-24,Chipre,1190
2019-06-24,Dinamarca,1607
2019-06-24,Estonia,1321
2019-06-24,Finlandia,1553
2019-06-24,Francia,1508
2019-06-24,Alemania,1481
2019-06-24,Grecia,1594
2019-06-24,Hungría,1162
2019-06-24,Irlanda,1439
2019-06-24,Italia,1590
2019-06-24,Letonia,1280
2019-06-24,Lituania,1227
2019-06-24,Luxemburgo,1203
2019-06-24,Países Bajos,1634
2019-06-24,Polonia,1218
2019-06-24,Portugal,1488
2019-06-24,Rumanía,1165
2019-06-24,Eslovaquia,1324
2019-06-24,Eslovenia,1312
2019-06-24,España,1302
2019-06-24,Suecia,1507
2019-06-24,Reino Unido,1417
2019-07-01,Austria,1254
2019-07-01,Bélgica,1395
2019-07-01,Bulgaria,1108
2019-07-01,Croacia,1345
2019-07-01,Chipre,1189
2019-07-01,Dinamarca,1634
2019-07-01,Estonia,1344
2019-07-01,Finlandia,1537
2019-07-01,Francia,1510
2019-07-01,Alemania,1474
2019-07-01,Grecia,1599
2019-07-01,Hungría,1183
2019-07-01,Irlanda,1436
2019-07-01,Italia,1589
2019-07-01,Letonia,1279
2019-07-01,Lituania,1237
2019-07-01,Luxemburgo,1224
2019-07-01,Países Bajos,1658
2019-07-01,Polonia,1218
2019-07-01,Portugal,1497
2019-07-01,Rumanía,1166
2019-07-01,Eslovaquia,1329
2019-07-01,Eslovenia,1283
2019-07-01,España,1308
2019-07-01,Suecia,1511
2019-07-01,Reino Unido,1410
2019-07-08,Austria,1269
2019-07-08,Bélgica,1420
2019-07-08,Bulgaria,1113
2019-07-08,Croacia,1365
2019-07-08,Chipre,1195
2019-07-08,Dinamarca,1635
2019-07-08,Estonia,1352
2019-07-08,Finlandia,1556
2019-07-08,Francia,1492
2019-07-08,Alemania,1460
2019-07-08,Grecia,1605
2019-07-08,Hungría,1199
2019-07-08,Irlanda,1419
2019-07-08,Italia,1590
2019-07-08,Letonia,1278
2019-07-08,Lituania,1224
2019-07-08,Luxemburgo,1224
2019-07-08,Países Bajos,1659
2019-07-08,Polonia,1212
2019-07-08,Portugal,1506
2019-07-08,Rumanía,1170
2019-07-08,Eslovaquia,1351
2019-07-08,Eslovenia,1286
2019-07-08,España,1312
2019-07-08,Suecia,1508
2019-07-08,Reino Unido,1415
2019-07-15,Austria,1274
2019-07-15,Bélgica,1432
2019-07-15,Bulgaria,1111
2019-07-15,Croacia,1372
2019-07-15,Chipre,1200
2019-07-15,Dinamarca,1661
2019-07-15,Estonia,1361
2019-07-15,Finlandia,1561
2019-07-15,Francia,1521
2019-07-15,Alemania,1478
2019-07-15,Grecia,1623
2019-07-15,Hungría,1205
2019-07-15,Irlanda,1415
2019-07-15,Italia,1597
2019-07-15,Letonia,1276
2019-07-15,Lituania,1230
2019-07-15,Luxemburgo,1243
2019-07-15,Países Bajos,1690
2019-07-15,Polonia,1209
2019-07-15,Portugal,1521
2019-07-15,Rumanía,1182
2019-07-15,Eslovaquia,1350
2019-07-15,Eslovenia,1296
2019-07-15,España,1321
2019-07-15,Suecia,1523
2019-07-15,Reino Unido,1415
2019-07-22,Austria,1266
2019-07-22,Bélgica,1445
2019-07-22,Bulgaria,1115
2019-07-22,Croacia,1405
2019-07-22,Chipre,1222
2019-07-22,Dinamarca,1621
2019-07-22,Estonia,1362
2019-07-22,Finlandia,1548
2019-07-22,Francia,1531
2019-07-22,Alemania,1436
2019-07-22,Grecia,1629
2019-07-22,Hungría,1229
2019-07-22,Irlanda,1402
2019-07-22,Italia,1600
2019-07-22,Letonia,1279
2019-07-22,Lituania,1231
2019-07-22,Luxemburgo,1262
2019-07-22,Países Bajos,1681
2019-07-22,Polonia,1215
2019-07-22,Portugal,1525
2019-07-22,Rumanía,1185
2019-07-22,Eslovaquia,1366
2019-07-22,Eslovenia,1310
2019-07-22,España,1330
2019-07-22,Suecia,1511
2019-07-22,Reino Unido,1421
2019-07-29,Austria,1263
2019-07-29,Bélgica,1444
2019-07-29,Bulgaria,1113
2019-07-29,Croacia,1388
2019-07-29,Chipre,1223
2019-07-29,Dinamarca,1647
2019-07-29,Estonia,1366
2019-07-29,Finlandia,1575
2019-07-29,Francia,1518
2019-07-29,Alemania,1450
2019-07-29,Grecia,1625
2019-07-29,Hungría,1203
2019-07-29,Irlanda,1417
2019-07-29,Italia,1592
2019-07-29,Letonia,1279
2019-07-29,Lituania,1230
2019-07-29,Luxemburgo,1233
2019-07-29,Países Bajos,1671
2019-07-29,Polonia,1210
2019-07-29,Portugal,1516
2019-07-29,Rumanía,1192
2019-07-29,Eslovaquia,1365
2019-07-29,Eslovenia,1331
2019-07-29,España,1328
2019-07-29,Suecia,1520
2019-07-29,Reino Unido,1416
2019-08-05,Austria,1266
2019-08-05,Bélgica,1442
2019-08-05,Bulgaria,1113
2019-08-05,Croacia,1384
2019-08-05,Chipre,1221
2019-08-05,Dinamarca,1648
2019-08-05,Estonia,1361
2019-08-05,Finlandia,1568
2019-08-05,Francia,1519
2019-08-05,Alemania,1451
2019-08-05,Grecia,1625
2019-08-05,Hungría,1212
2019-08-05,Irlanda,1416
2019-08-05,Italia,1592
2019-08-05,Letonia,1279
2019-08-05,Lituania,1237
2019-08-05,Luxemburgo,1256
2019-08-05,Países Bajos,1681
2019-08-05,Polonia,1201
2019-08-05,Portugal,1520
2019-08-05,Rumanía,1195
2019-08-05,Eslovaquia,1367
2019-08-05,Eslovenia,1331
2019-08-05,España,1331
2019-08-05,Suecia,1494
2019-08-05,Reino Unido,1397
2019-08-12,Austria,1247
2019-08-12,Bélgica,1362
2019-08-12,Bulgaria,1111
2019-08-12,Croacia,1379
2019-08-12,Chipre,1224
2019-08-12,Dinamarca,1594
2019-08-12,Estonia,1361
2019-08-12,Finlandia,1544
2019-08-12,Francia,1507
2019-08-12,Alemania,1423
2019-08-12,Grecia,1612
2019-08-12,Hungría,1202
2019-08-12,Irlanda,1437
2019-08-12,Italia,1580
2019-08-12,Letonia,1279
2019-08-12,Lituania,1235
2019-08-12,Luxemburgo,1219
2019-08-12,Países Bajos,1649
2019-08-12,Polonia,1185
2019-08-12,Portugal,1505
2019-08-12,Rumanía,1182
2019-08-12,Eslovaquia,1341
2019-08-12,Eslovenia,1330
2019-08-12,España,1322
2019-08-12,Suecia,1475
2019-08-12,Reino Unido,1386
2019-08-19,Austria,1237
2019-08-19,Bélgica,1438
2019-08-19,Bulgaria,1109
2019-08-19,Croacia,1335
2019-08-19,Chipre,1220
2019-08-19,Dinamarca,1596
2019-08-19,Estonia,1351
2019-08-19,Finlandia,1552
2019-08-19,Francia,1493
2019-08-19,Alemania,1420
2019-08-19,Grecia,1604
2019-08-19,Hungría,1165
2019-08-19,Irlanda,1430
2019-08-19,Italia,1572
2019-08-19,Letonia,1280
2019-08-19,Lituania,1234
2019-08-19,Luxemburgo,1219
2019-08-19,Países Bajos,1643
2019-08-19,Polonia,1160
2019-08-19,Portugal,1489
2019-08-19,Rumanía,1167
2019-08-19,Eslovaquia,1326
2019-08-19,Eslovenia,1317
2019-08-19,España,1313
2019-08-19,Suecia,1465
2019-08-19,Reino Unido,1399
2019-08-26,Austria,1239
2019-08-26,Bélgica,1381
2019-08-26,Bulgaria,1107
2019-08-26,Croacia,1325
2019-08-26,Chipre,1196
2019-08-26,Dinamarca,1596
2019-08-26,Estonia,1330
2019-08-26,Finlandia,1542
2019-08-26,Francia,1492
2019-08-26,Alemania,1409
2019-08-26,Grecia,1598
2019-08-26,Hungría,1144
2019-08-26,Irlanda,1429
2019-08-26,Italia,1569
2019-08-26,Letonia,1278
2019-08-26,Lituania,1234
2019-08-26,Luxemburgo,1219
2019-08-26,Países Bajos,1642
2019-08-26,Polonia,1162
2019-08-26,Portugal,1487
2019-08-26,Rumanía,1156
2019-08-26,Eslovaquia,1321
2019-08-26,Eslovenia,1300
2019-08-26,España,1309
2019-08-26,Suecia,1453
2019-08-26,Reino Unido,1412
2019-09-02,Austria,1233
2019-09-02,Bélgica,1366
2019-09-02,Bulgaria,1105
2019-09-02,Croacia,1324
2019-09-02,Chipre,1186
2019-09-02,Dinamarca,1596
2019-09-02,Estonia,1328
2019-09-02,Finlandia,1509
2019-09-02,Francia,1491
2019-09-02,Alemania,1402
2019-09-02,Grecia,1595
2019-09-02,Hungría,1151
2019-09-02,Irlanda,1421
2019-09-02,Italia,1566
2019-09-02,Letonia,1276
2019-09-02,Lituania,1238
2019-09-02,Luxemburgo,1219
2019-09-02,Países Bajos,1634
2019-09-02,Polonia,1146
2019-09-02,Portugal,1482
2019-09-02,Rumanía,1157
2019-09-02,Eslovaquia,1321
2019-09-02,Eslovenia,1287
2019-09-02,España,1307
2019-09-02,Suecia,1454
2019-09-02,Reino Unido,1408
2019-09-09,Austria,1246
2019-09-09,Bélgica,1362
2019-09-09,Bulgaria,1100
2019-09-09,Croacia,1334
2019-09-09,Chipre,1180
2019-09-09,Dinamarca,1609
2019-09-09,Estonia,1322
2019-09-09,Finlandia,1518
2019-09-09,Francia,1477
2019-09-09,Alemania,1404
2019-09-09,Grecia,1590
2019-09-09,Hungría,1154
2019-09-09,Irlanda,1425
2019-09-09,Italia,1565
2019-09-09,Letonia,1270
2019-09-09,Lituania,1230
2019-09-09,Luxemburgo,1202
2019-09-09,Países Bajos,1634
2019-09-09,Polonia,1152
2019-09-09,Portugal,1480
2019-09-09,Rumanía,1142
2019-09-09,Eslovaquia,1334
2019-09-09,Eslovenia,1269
2019-09-09,España,1302
2019-09-09,Suecia,1457
2019-09-09,Reino Unido,1431
2019-09-16,Austria,1245
2019-09-16,Bélgica,1367
2019-09-16,Bulgaria,1100
2019-09-16,Croacia,1326
2019-09-16,Chipre,1178
2019-09-16,Dinamarca,1580
2019-09-16,Estonia,1296
2019-09-16,Finlandia,1524
2019-09-16,Francia,1489
2019-09-16,Alemania,1403
2019-09-16,Grecia,1589
2019-09-16,Hungría,1148
2019-09-16,Irlanda,1414
2019-09-16,Italia,1571
2019-09-16,Letonia,1273
2019-09-16,Lituania,1222
2019-09-16,Luxemburgo,1202
2019-09-16,Países Bajos,1638
2019-09-16,Polonia,1150
2019-09-16,Portugal,1477
2019-09-16,Rumanía,1146
2019-09-16,Eslovaquia,1322
2019-09-16,Eslovenia,1271
2019-09-16,España,1304
2019-09-16,Suecia,1459
2019-09-16,Reino Unido,1434
2019-09-23,Austria,1269
2019-09-23,Bélgica,1387
2019-09-23,Bulgaria,1105
2019-09-23,Croacia,1337
2019-09-23,Chipre,1186
2019-09-23,Dinamarca,1673
2019-09-23,Estonia,1335
2019-09-23,Finlandia,1566
2019-09-23,Francia,1510
2019-09-23,Alemania,1416
2019-09-23,Grecia,1611
2019-09-23,Hungría,1160
2019-09-23,Irlanda,1418
2019-09-23,Italia,1590
2019-09-23,Letonia,1274
2019-09-23,Lituania,1241
2019-09-23,Luxemburgo,1261
2019-09-23,Países Bajos,1676
2019-09-23,Polonia,1132
2019-09-23,Portugal,1502
2019-09-23,Rumanía,1159
2019-09-23,Eslovaquia,1321
2019-09-23,Eslovenia,1274
2019-09-23,España,1318
2019-09-23,Suecia,1467
2019-09-23,Reino Unido,1435
2019-09-30,Austria,1244
2019-09-30,Bélgica,1401
2019-09-30,Bulgaria,1109
2019-09-30,Croacia,1377
2019-09-30,Chipre,1198
2019-09-30,Dinamarca,1673
2019-09-30,Estonia,1352
2019-09-30,Finlandia,1545
2019-09-30,Francia,1510
2019-09-30,Alemania,1408
2019-09-30,Grecia,1611
2019-09-30,Hungría,1174
2019-09-30,Irlanda,1416
2019-09-30,Italia,1592
2019-09-30,Letonia,1275
2019-09-30,Lituania,1237
2019-09-30,Luxemburgo,1240
2019-09-30,Países Bajos,1655
2019-09-30,Polonia,1132
2019-09-30,Portugal,1500
2019-09-30,Rumanía,1170
2019-09-30,Eslovaquia,1334
2019-09-30,Eslovenia,1283
2019-09-30,España,1321
2019-09-30,Suecia,1470
2019-09-30,Reino Unido,1433
2019-10-07,Austria,1248
2019-10-07,Bélgica,1410
2019-10-07,Bulgaria,1111
2019-10-07,Croacia,1356
2019-10-07,Chipre,1203
2019-10-07,Dinamarca,1607
2019-10-07,Estonia,1372
2019-10-07,Finlandia,1537
2019-10-07,Francia,1505
2019-10-07,Alemania,1408
2019-10-07,Grecia,1605
2019-10-07,Hungría,1171
2019-10-07,Irlanda,1418
2019-10-07,Italia,1586
2019-10-07,Letonia,1275
2019-10-07,Lituania,1217
2019-10-07,Luxemburgo,1221
2019-10-07,Países Bajos,1658
2019-10-07,Polonia,1142
2019-10-07,Portugal,1493
2019-10-07,Rumanía,1167
2019-10-07,Eslovaquia,1328
2019-10-07,Eslovenia,1302
2019-10-07,España,1314
2019-10-07,Suecia,1451
2019-10-07,Reino Unido,1423
2019-10-14,Austria,1239
2019-10-14,Bélgica,1403
2019-10-14,Bulgaria,1108
2019-10-14,Croacia,1345
2019-10-14,Chipre,1197
2019-10-14,Dinamarca,1580
2019-10-14,Estonia,1349
2019-10-14,Finlandia,1527
2019-10-14,Francia,1506
2019-10-14,Alemania,1402
2019-10-14,Grecia,1596
2019-10-14,Hungría,1171
2019-10-14,Irlanda,1430
2019-10-14,Italia,1579
2019-10-14,Letonia,1275
2019-10-14,Lituania,1215
2019-10-14,Luxemburgo,1190
2019-10-14,Países Bajos,1637
2019-10-14,Polonia,1146
2019-10-14,Portugal,1487
2019-10-14,Rumanía,1158
2019-10-14,Eslovaquia,1321
2019-10-14,Eslovenia,1299
2019-10-14,España,1308
2019-10-14,Suecia,1449
2019-10-14,Reino Unido,1442
2019-10-21,Austria,1232
2019-10-21,Bélgica,1367
2019-10-21,Bulgaria,1107
2019-10-21,Croacia,1336
2019-10-21,Chipre,1190
2019-10-21,Dinamarca,1606
2019-10-21,Estonia,1351
2019-10-21,Finlandia,1538
2019-10-21,Francia,1497
2019-10-21,Alemania,1389
2019-10-21,Grecia,1587
2019-10-21,Hungría,1151
2019-10-21,Irlanda,1426
2019-10-21,Italia,1574
2019-10-21,Letonia,1271
2019-10-21,Lituania,1211
2019-10-21,Luxemburgo,1190
2019-10-21,Países Bajos,1635
2019-10-21,Polonia,1149
2019-10-21,Portugal,1475
2019-10-21,Rumanía,1147
2019-10-21,Eslovaquia,1315
2019-10-21,Eslovenia,1297
2019-10-21,España,1302
2019-10-21,Suecia,1443
2019-10-21,Reino Unido,1471
2019-10-28,Austria,1233
2019-10-28,Bélgica,1364
2019-10-28,Bulgaria,1108
2019-10-28,Croacia,1317
2019-10-28,Chipre,1179
2019-10-28,Dinamarca,1593
2019-10-28,Estonia,1356
2019-10-28,Finlandia,1521
2019-10-28,Francia,1492
2019-10-28,Alemania,1385
2019-10-28,Grecia,1582
2019-10-28,Hungría,1158
2019-10-28,Irlanda,1421
2019-10-28,Italia,1572
2019-10-28,Letonia,1266
2019-10-28,Lituania,1211
2019-10-28,Luxemburgo,1210
2019-10-28,Países Bajos,1645
2019-10-28,Polonia,1150
2019-10-28,Portugal,1474
2019-10-28,Rumanía,1141
2019-10-28,Eslovaquia,1316
2019-10-28,Eslovenia,1288
2019-10-28,España,1297
2019-10-28,Suecia,1440
2019-10-28,Reino Unido,1457
2019-11-04,Austria,1233
2019-11-04,Bélgica,1382
2019-11-04,Bulgaria,1107
2019-11-04,Croacia,1324
2019-11-04,Chipre,1178
2019-11-04,Dinamarca,1593
2019-11-04,Estonia,1357
2019-11-04,Finlandia,1512
2019-11-04,Francia,1499
2019-11-04,Alemania,1393
2019-11-04,Grecia,1583
2019-11-04,Hungría,1161
2019-11-04,Irlanda,1419
2019-11-04,Italia,1572
2019-11-04,Letonia,1261
2019-11-04,Lituania,1210
2019-11-04,Luxemburgo,1210
2019-11-04,Países Bajos,1651
2019-11-04,Polonia,1154
2019-11-04,Portugal,1482
2019-11-04,Rumanía,1147
2019-11-04,Eslovaquia,1315
2019-11-04,Eslovenia,1276
2019-11-04,España,1297
2019-11-04,Suecia,1460
2019-11-04,Reino Unido,1454
2019-11-11,Austria,1244
2019-11-11,Bélgica,1382
2019-11-11,Bulgaria,1109
2019-11-11,Croacia,1341
2019-11-11,Chipre,1178
2019-11-11,Dinamarca,1606
2019-11-11,Estonia,1333
2019-11-11,Finlandia,1529
2019-11-11,Francia,1511
2019-11-11,Alemania,1398
2019-11-11,Grecia,1588
2019-11-11,Hungría,1157
2019-11-11,Irlanda,1412
2019-11-11,Italia,1574
2019-11-11,Letonia,1260
2019-11-11,Lituania,1213
2019-11-11,Luxemburgo,1210
2019-11-11,Países Bajos,1668
2019-11-11,Polonia,1151
2019-11-11,Portugal,1497
2019-11-11,Rumanía,1151
2019-11-11,Eslovaquia,1317
2019-11-11,Eslovenia,1278
2019-11-11,España,1300
2019-11-11,Suecia,1461
2019-11-11,Reino Unido,1465
2019-11-18,Austria,1238
2019-11-18,Bélgica,1388
2019-11-18,Bulgaria,1109
2019-11-18,Croacia,1351
2019-11-18,Chipre,1189
2019-11-18,Dinamarca,1619
2019-11-18,Estonia,1350
2019-11-18,Finlandia,1524
2019-11-18,Francia,1512
2019-11-18,Alemania,1395
2019-11-18,Grecia,1589
2019-11-18,Hungría,1154
2019-11-18,Irlanda,1412
2019-11-18,Italia,1574
2019-11-18,Letonia,1258
2019-11-18,Lituania,1211
2019-11-18,Luxemburgo,1213
2019-11-18,Países Bajos,1652
2019-11-18,Polonia,1145
2019-11-18,Portugal,1495
2019-11-18,Rumanía,1153
2019-11-18,Eslovaquia,1324
2019-11-18,Eslovenia,1279
2019-11-18,España,1298
2019-11-18,Suecia,1470
2019-11-18,Reino Unido,1472
2019-11-25,Austria,1239
2019-11-25,Bélgica,1388
2019-11-25,Bulgaria,1105
2019-11-25,Croacia,1349
2019-11-25,Chipre,1186
2019-11-25,Dinamarca,1606
2019-11-25,Estonia,1355
2019-11-25,Finlandia,1537
2019-11-25,Francia,1510
2019-11-25,Alemania,1401
2019-11-25,Grecia,1590
2019-11-25,Hungría,1154
2019-11-25,Irlanda,1415
2019-11-25,Italia,1577
2019-11-25,Letonia,1263
2019-11-25,Lituania,1211
2019-11-25,Luxemburgo,1213
2019-11-25,Países Bajos,1663
2019-11-25,Polonia,1143
2019-11-25,Portugal,1487
2019-11-25,Rumanía,1155
2019-11-25,Eslovaquia,1326
2019-11-25,Eslovenia,1285
2019-11-25,España,1299
2019-11-25,Suecia,1480
2019-11-25,Reino Unido,1465
2019-12-02,Austria,1243
2019-12-02,Bélgica,1373
2019-12-02,Bulgaria,1105
2019-12-02,Croacia,1360
2019-12-02,Chipre,1186
2019-12-02,Dinamarca,1620
2019-12-02,Estonia,1310
2019-12-02,Finlandia,1518
2019-12-02,Francia,1518
2019-12-02,Alemania,1401
2019-12-02,Grecia,1597
2019-12-02,Hungría,1180
2019-12-02,Irlanda,1416
2019-12-02,Italia,1581
2019-12-02,Letonia,1262
2019-12-02,Lituania,1210
2019-12-02,Luxemburgo,1213
2019-12-02,Países Bajos,1663
2019-12-02,Polonia,1151
2019-12-02,Portugal,1490
2019-12-02,Rumanía,1161
2019-12-02,Eslovaquia,1326
2019-12-02,Eslovenia,1295
2019-12-02,España,1306
2019-12-02,Suecia,1484
2019-12-02,Reino Unido,1465
2019-12-09,Austria,1246
2019-12-09,Bélgica,1392
2019-12-09,Bulgaria,1105
2019-12-09,Croacia,1359
2019-12-09,Chipre,1189
2019-12-09,Dinamarca,1615
2019-12-09,Estonia,1383
2019-12-09,Finlandia,1535
2019-12-09,Francia,1520
2019-12-09,Alemania,1387
2019-12-09,Grecia,1595
2019-12-09,Hungría,1164
2019-12-09,Irlanda,1426
2019-12-09,Italia,1580
2019-12-09,Letonia,1261
2019-12-09,Lituania,1207
2019-12-09,Luxemburgo,1213
2019-12-09,Países Bajos,1655
2019-12-09,Polonia,1155
2019-12-09,Portugal,1485
2019-12-09,Rumanía,1155
2019-12-09,Eslovaquia,1324
2019-12-09,Eslovenia,1301
2019-12-09,España,1305
2019-12-09,Suecia,1477
2019-12-09,Reino Unido,1482
2019-12-16,Austria,1228
2019-12-16,Bélgica,1408
2019-12-16,Bulgaria,1106
2019-12-16,Croacia,1341
2019-12-16,Chipre,1186
2019-12-16,Dinamarca,1629
2019-12-16,Estonia,1392
2019-12-16,Finlandia,1532
2019-12-16,Francia,1521
2019-12-16,Alemania,1371
2019-12-16,Grecia,1591
2019-12-16,Hungría,1167
2019-12-16,Irlanda,1431
2019-12-16,Italia,1578
2019-12-16,Letonia,1275
2019-12-16,Lituania,1209
2019-12-16,Luxemburgo,1213
2019-12-16,Países Bajos,1667
2019-12-16,Polonia,1157
2019-12-16,Portugal,1481
2019-12-16,Rumanía,1145
2019-12-16,Eslovaquia,1324
2019-12-16,Eslovenia,1302
2019-12-16,España,1303
2019-12-16,Suecia,1490
2019-12-16,Reino Unido,1491
2020-01-06,Austria,1238
2020-01-06,Bélgica,1445
2020-01-06,Bulgaria,1108
2020-01-06,Croacia,1364
2020-01-06,Chipre,1178
2020-01-06,Dinamarca,1668
2020-01-06,Estonia,1379
2020-01-06,Finlandia,1564
2020-01-06,Francia,1536
2020-01-06,Alemania,1419
2020-01-06,Grecia,1616
2020-01-06,Hungría,1208
2020-01-06,Irlanda,1445
2020-01-06,Italia,1590
2020-01-06,Letonia,1326
2020-01-06,Lituania,1241
2020-01-06,Luxemburgo,1226
2020-01-06,Países Bajos,1716
2020-01-06,Polonia,1171
2020-01-06,Portugal,1534
2020-01-06,Rumanía,1086
2020-01-06,Eslovaquia,1341
2020-01-06,Eslovenia,1298
2020-01-06,España,1320
2020-01-06,Suecia,1520
2020-01-13,Austria,1243
2020-01-13,Bélgica,1414
2020-01-13,Bulgaria,1110
2020-01-13,Croacia,1357
2020-01-13,Chipre,1183
2020-01-13,Dinamarca,1641
2020-01-13,Estonia,1405
2020-01-13,Finlandia,1567
2020-01-13,Francia,1548
2020-01-13,Alemania,1400
2020-01-13,Grecia,1623
2020-01-13,Hungría,1190
2020-01-13,Irlanda,1455
2020-01-13,Italia,1593
2020-01-13,Letonia,1340
2020-01-13,Lituania,1248
2020-01-13,Luxemburgo,1259
2020-01-13,Países Bajos,1714
2020-01-13,Polonia,1175
2020-01-13,Portugal,1535
2020-01-13,Rumanía,1098
2020-01-13,Eslovaquia,1340
2020-01-13,Eslovenia,1304
2020-01-13,España,1326
2020-01-13,Suecia,1518
2020-01-20,Austria,1233
2020-01-20,Bélgica,1412
2020-01-20,Bulgaria,1109
2020-01-20,Croacia,1360
2020-01-20,Chipre,1196
2020-01-20,Dinamarca,1628
2020-01-20,Estonia,1410
2020-01-20,Finlandia,1558
2020-01-20,Francia,1540
2020-01-20,Alemania,1401
2020-01-20,Grecia,1621
2020-01-20,Hungría,1173
2020-01-20,Irlanda,1457
2020-01-20,Italia,1587
2020-01-20,Letonia,1314
2020-01-20,Lituania,1246
2020-01-20,Luxemburgo,1239
2020-01-20,Países Bajos,1697
2020-01-20,Polonia,1167
2020-01-20,Portugal,1530
2020-01-20,Rumanía,1093
2020-01-20,Eslovaquia,1329
2020-01-20,Eslovenia,1300
2020-01-20,España,1321
2020-01-20,Suecia,1509
2020-01-27,Austria,1225
2020-01-27,Bélgica,1406
2020-01-27,Bulgaria,1109
2020-01-27,Croacia,1352
2020-01-27,Chipre,1201
2020-01-27,Dinamarca,1615
2020-01-27,Estonia,1415
2020-01-27,Finlandia,1530
